lat,lon,suburb,published_suburb
-34.6518,-58.5267,Liniers,Liniers
-34.5808,-58.4911,Villa Urquiza,Villa Urquiza
-34.6088,-58.3767,Monserrat,Monserrat
-34.5735,-58.4431,Colegiales,Colegiales
-34.5928,-58.4417,Villa Crespo,Villa Crespo
-32.9475,-60.6655,Nuestra Señora de Lourdes,Nuestra Señora de Lourdes
-34.5615,-58.4743,Coghlan,Coghlan
-34.6499,-58.5246,Liniers,Liniers
-34.9236,-57.9319,La Plata,La Plata
-34.5958,-58.4428,Villa Crespo,Villa Crespo
-34.5933,-58.4047,Recoleta,Recoleta
-34.6047,-58.3641,Puerto Madero,Puerto Madero
-34.6113,-58.481,Villa Santa Rita,Villa Santa Rita
-34.621,-58.5033,Monte Castro,Monte Castro
-34.5991,-58.4133,Almagro,Almagro
-34.5705,-58.4915,Villa Urquiza,Villa Urquiza
-34.5734,-58.4737,Villa Urquiza,Villa Urquiza
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.5493,-58.4727,Saavedra,Saavedra
-34.6066,-58.4892,Villa del Parque,Villa del Parque
-34.5859,-58.4075,Recoleta,Recoleta
-34.5716,-58.4796,Villa Urquiza,Villa Urquiza
-34.5914,-58.4222,Palermo,Palermo
-34.621,-58.5029,Monte Castro,Monte Castro
-34.5553,-58.4664,Núñez,Núñez
-34.5593,-58.4696,Coghlan,Coghlan
-34.57,-58.4323,Palermo,Palermo
-34.5403,-58.4739,Núñez,Núñez
-34.6277,-58.4504,Caballito,Caballito
-34.6095,-58.5179,Villa Devoto,Villa Devoto
-34.5376,-58.4726,Núñez,Núñez
-34.6073,-58.3892,San Nicolás,San Nicolás
-34.6064,-58.4467,Villa Crespo,Villa Crespo
-34.6428,-58.4384,Parque Chacabuco,Parque Chacabuco
-34.5943,-58.439,Villa Crespo,Villa Crespo
-34.6548,-58.5096,Mataderos,Mataderos
-34.575,-58.4897,Villa Urquiza,Villa Urquiza
-34.5883,-58.439,Palermo,Palermo
-34.5791,-58.4333,Palermo,Palermo
-34.6031,-58.4378,Villa Crespo,Villa Crespo
-34.6172,-58.4279,Almagro,Almagro
-34.5779,-58.424,Palermo,Palermo
-34.5498,-58.4614,Núñez,Núñez
-34.6437,-58.3745,Barracas,Barracas
-34.586,-58.4385,Palermo,Palermo
-34.624,-58.4618,Flores,Flores
-34.6056,-58.4162,Almagro,Almagro
-34.6232,-58.4828,Villa Santa Rita,Villa Santa Rita
-34.6269,-58.3732,Barracas,Barracas
-34.6021,-58.4344,Villa Crespo,Villa Crespo
-34.6027,-58.4338,Villa Crespo,Villa Crespo
-34.6018,-58.4353,Villa Crespo,Villa Crespo
-34.5874,-58.3973,Recoleta,Recoleta
-34.5779,-58.495,Villa Urquiza,Villa Urquiza
-34.6172,-58.373,San Telmo,San Telmo
-34.5726,-58.4819,Villa Urquiza,Villa Urquiza
-34.609,-58.3894,San Nicolás,San Nicolás
-34.592,-58.4065,Recoleta,Recoleta
-34.6112,-58.5209,Villa Devoto,Villa Devoto
-34.6077,-58.4311,Caballito,Caballito
-34.6318,-58.4855,Vélez Sarsfield,Vélez Sarsfield
-34.6038,-58.4631,Villa General Mitre,Villa General Mitre
-34.6294,-58.4129,Boedo,Boedo
-34.6287,-58.4582,Flores,Flores
-34.6046,-58.4206,Almagro,Almagro
-34.6284,-58.4271,Parque Chacabuco,Parque Chacabuco
-34.5882,-58.4272,Palermo,Palermo
-34.5905,-58.4198,Palermo,Palermo
-34.5841,-58.4241,Palermo,Palermo
-34.5973,-58.4216,Palermo,Palermo
-34.9179,-57.9607,La Plata,La Plata
-34.5874,-58.4505,Chacarita,Chacarita
-34.5991,-58.4313,Villa Crespo,Villa Crespo
-34.6326,-58.4686,Flores,Flores
-34.6185,-58.4279,Almagro,Almagro
-34.6021,-58.469,Villa General Mitre,Villa General Mitre
-34.6148,-58.4804,Villa Santa Rita,Villa Santa Rita
-34.5736,-58.4808,Villa Urquiza,Villa Urquiza
-34.559,-58.4534,Belgrano,Belgrano
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.6086,-58.5086,Villa Devoto,Villa Devoto
-34.597,-58.3912,Recoleta,Recoleta
-34.6021,-58.4344,Villa Crespo,Villa Crespo
-34.6074,-58.4173,Almagro,Almagro
-34.5971,-58.4377,Villa Crespo,Villa Crespo
-34.8765,-58.0611,City Bell,City Bell
-34.5379,-58.467,Núñez,Núñez
-34.6027,-58.4338,Villa Crespo,Villa Crespo
-34.9158,-57.9508,La Plata,La Plata
-34.5637,-58.469,Coghlan,Coghlan
-34.5863,-58.4125,Palermo,Palermo
-34.6128,-58.4133,Balvanera,Balvanera
-34.5973,-58.4216,Palermo,Palermo
-34.5761,-58.4418,Palermo,Palermo
-34.5598,-58.4492,Belgrano,Belgrano
-34.6032,-58.4429,Villa Crespo,Villa Crespo
-34.6045,-58.4237,Almagro,Almagro
-34.9073,-57.9464,La Plata,La Plata
-34.5472,-58.4628,Núñez,Núñez
-34.6343,-58.3962,Parque Patricios,Parque Patricios
-34.5988,-58.3957,Recoleta,Recoleta
-34.9122,-57.9601,La Plata,La Plata
-34.6026,-58.4242,Almagro,Almagro
-34.5962,-58.414,Recoleta,Recoleta
-34.9176,-57.9631,La Plata,La Plata
-34.6159,-58.4406,Caballito,Caballito
-34.5991,-58.4133,Almagro,Almagro
-34.5907,-58.4928,Agronomía,Agronomía
-34.6076,-58.438,Caballito,Caballito
-34.6168,-58.3901,Monserrat,Monserrat
-34.5992,-58.4236,Almagro,Almagro
-34.5786,-58.4049,Palermo,Palermo
-32.961,-60.6264,República de la Sexta,República de la Sexta
-34.6336,-58.4671,Flores,Flores
-34.6367,-58.4882,Vélez Sarsfield,Vélez Sarsfield
-34.5899,-58.4205,Palermo,Palermo
-34.6043,-58.3983,Balvanera,Balvanera
-34.6246,-58.3758,San Telmo,San Telmo
-34.6249,-58.4229,Boedo,Boedo
-34.6853,-58.4802,Villa Lugano,Villa Lugano
-34.5642,-58.4591,Belgrano,Belgrano
-34.5811,-58.4958,Villa Pueyrredón,Villa Pueyrredón
-34.5945,-58.4428,Villa Crespo,Villa Crespo
-34.6105,-58.3603,Puerto Madero,Puerto Madero
-34.5883,-58.439,Palermo,Palermo
-34.6074,-58.3886,San Nicolás,San Nicolás
-34.6017,-58.3885,San Nicolás,San Nicolás
-34.6194,-58.3933,San Cristóbal,San Cristóbal
-34.6106,-58.4444,Caballito,Caballito
-34.5914,-58.4222,Palermo,Palermo
-34.5783,-58.4337,Palermo,Palermo
-34.574,-58.5007,Villa Urquiza,Villa Urquiza
-34.5755,-58.4564,Colegiales,Colegiales
-32.9536,-60.6419,Martin,Martin
-34.554,-58.4547,Belgrano,Belgrano
-34.5797,-58.4002,Palermo,Palermo
-34.6204,-58.4249,Almagro,Almagro
-34.604,-58.4133,Almagro,Almagro
-34.5884,-58.4388,Palermo,Palermo
-34.5903,-58.5128,Villa Devoto,Villa Devoto
-34.5805,-58.493,Villa Urquiza,Villa Urquiza
-34.5891,-58.422,Palermo,Palermo
-34.613,-58.4448,Caballito,Caballito
-34.554,-58.4672,Núñez,Núñez
-34.6355,-58.3535,La Boca,La Boca
-34.5824,-58.4519,Chacarita,Chacarita
-34.9028,-57.9682,La Plata,La Plata
-34.5586,-58.4533,Belgrano,Belgrano
-34.6311,-58.4426,Parque Chacabuco,Parque Chacabuco
-34.5968,-58.5046,Villa Devoto,Villa Devoto
-34.9148,-57.9601,La Plata,La Plata
-34.5849,-58.4236,Palermo,Palermo
-34.6053,-58.4277,Almagro,Almagro
-34.6081,-58.4482,Caballito,Caballito
-34.5748,-58.4334,Palermo,Palermo
-34.5977,-58.4167,Palermo,Palermo
-34.6082,-58.421,Almagro,Almagro
-34.5966,-58.4427,Villa Crespo,Villa Crespo
-34.6031,-58.4647,Villa General Mitre,Villa General Mitre
-34.5525,-58.4845,Saavedra,Saavedra
-34.8823,-58.0631,City Bell,City Bell
-34.5779,-58.4708,Villa Ortúzar,Villa Ortúzar
-34.62,-58.3896,Constitución,Constitución
-34.5892,-58.4455,Chacarita,Chacarita
-34.5645,-58.4646,Belgrano,Belgrano
-34.6125,-58.4834,Villa Santa Rita,Villa Santa Rita
-34.5774,-58.4243,Palermo,Palermo
-34.6149,-58.3846,Monserrat,Monserrat
-34.6145,-58.4438,Caballito,Caballito
-34.6138,-58.5235,Villa Devoto,Villa Devoto
-34.9242,-57.9562,La Plata,La Plata
-34.5978,-58.4264,Villa Crespo,Villa Crespo
-34.5688,-58.4591,Belgrano,Belgrano
-34.594,-58.5052,Villa Devoto,Villa Devoto
-34.6187,-58.4411,Caballito,Caballito
-34.5927,-58.4061,Recoleta,Recoleta
-34.637,-58.4434,Parque Chacabuco,Parque Chacabuco
-34.6144,-58.5235,Villa Devoto,Villa Devoto
-34.6172,-58.3977,Balvanera,Balvanera
-34.5501,-58.4823,Saavedra,Saavedra
-34.6038,-58.4348,Caballito,Caballito
-34.6213,-58.4466,Caballito,Caballito
-34.5891,-58.4226,Palermo,Palermo
-34.5832,-58.4335,Palermo,Palermo
-34.6022,-58.375,San Nicolás,San Nicolás
-34.6081,-58.4214,Almagro,Almagro
-34.5693,-58.4979,Villa Urquiza,Villa Urquiza
-34.5909,-58.5072,Villa Devoto,Villa Devoto
-34.5975,-58.4198,Palermo,Palermo
-34.558,-58.4767,Coghlan,Coghlan
-34.5763,-58.4389,Palermo,Palermo
-34.6054,-58.398,Balvanera,Balvanera
-34.6544,-58.5169,Mataderos,Mataderos
-34.6062,-58.429,Almagro,Almagro
-34.5817,-58.474,Parque Chas,Parque Chas
-34.6059,-58.4513,Villa Crespo,Villa Crespo
-34.5948,-58.4273,Palermo,Palermo
-34.6123,-58.4229,Almagro,Almagro
-34.5885,-58.3991,Recoleta,Recoleta
-34.6224,-58.3837,Constitución,Constitución
-34.6301,-58.4479,Parque Chacabuco,Parque Chacabuco
-34.6053,-58.4246,Almagro,Almagro
-34.9389,-57.9357,Altos de San Lorenzo,Altos de San Lorenzo
-34.6174,-58.4633,Flores,Flores
-34.5954,-58.4456,Villa Crespo,Villa Crespo
-34.6023,-58.4666,La Paternal,La Paternal
-34.6327,-58.428,Parque Chacabuco,Parque Chacabuco
-34.6317,-58.4708,Flores,Flores
-34.8784,-58.0555,City Bell,City Bell
-34.6197,-58.3786,Constitución,Constitución
-34.623,-58.394,San Cristóbal,San Cristóbal
-34.5764,-58.4618,Colegiales,Colegiales
-34.5834,-58.4689,Villa Ortúzar,Villa Ortúzar
-34.5566,-58.4621,Belgrano,Belgrano
-34.6381,-58.504,Villa Luro,Villa Luro
-34.5805,-58.4478,Colegiales,Colegiales
-34.6404,-58.5137,Liniers,Liniers
-34.5805,-58.4932,Villa Urquiza,Villa Urquiza
-34.607,-58.3958,Balvanera,Balvanera
-34.6185,-58.399,Balvanera,Balvanera
-34.9195,-57.9616,La Plata,La Plata
-34.5817,-58.474,Parque Chas,Parque Chas
-34.5898,-58.4207,Palermo,Palermo
-34.627,-58.3965,San Cristóbal,San Cristóbal
-34.5902,-58.4071,Recoleta,Recoleta
-34.5874,-58.4155,Palermo,Palermo
-34.59,-58.4224,Palermo,Palermo
-34.5923,-58.4404,Villa Crespo,Villa Crespo
-34.6235,-58.49,Floresta,Floresta
-34.6065,-58.3884,San Nicolás,San Nicolás
-34.5655,-58.4739,Coghlan,Coghlan
-34.6098,-58.399,Balvanera,Balvanera
-34.6327,-58.4446,Parque Chacabuco,Parque Chacabuco
-34.5922,-58.4469,Chacarita,Chacarita
-34.5723,-58.4827,Villa Urquiza,Villa Urquiza
-34.623,-58.4388,Caballito,Caballito
-34.59,-58.4224,Palermo,Palermo
-34.5763,-58.4353,Palermo,Palermo
-34.596,-58.3918,Recoleta,Recoleta
-34.6099,-58.434,Caballito,Caballito
-34.6301,-58.5221,Versalles,Versalles
-34.6095,-58.4195,Almagro,Almagro
-34.6272,-58.3632,La Boca,La Boca
-34.6164,-58.4144,Almagro,Almagro
-34.5833,-58.4139,Palermo,Palermo
-34.5504,-58.4547,Núñez,Núñez
-34.6054,-58.398,Balvanera,Balvanera
-34.5977,-58.4194,Palermo,Palermo
-34.6038,-58.418,Almagro,Almagro
-34.6008,-58.4439,Villa Crespo,Villa Crespo
-34.6433,-58.4267,Nueva Pompeya,Nueva Pompeya
-34.5681,-58.4457,Palermo,Palermo
-34.6124,-58.4566,Caballito,Caballito
-34.5957,-58.4309,Villa Crespo,Villa Crespo
-34.6573,-58.405,Nueva Pompeya,Nueva Pompeya
-34.6535,-58.5235,Liniers,Liniers
-32.9623,-60.655,Abasto,Abasto
-34.6088,-58.4458,Caballito,Caballito
-34.6186,-58.3794,Constitución,Constitución
-34.6007,-58.4057,Balvanera,Balvanera
-34.5561,-58.4602,Belgrano,Belgrano
-34.6172,-58.4279,Almagro,Almagro
-34.6048,-58.4274,Almagro,Almagro
-34.5693,-58.4313,Palermo,Palermo
-34.6181,-58.3927,Balvanera,Balvanera
-34.5933,-58.4047,Recoleta,Recoleta
-34.5875,-58.4711,Parque Chas,Parque Chas
-34.6436,-58.3731,Barracas,Barracas
-34.5795,-58.4516,Colegiales,Colegiales
-34.5887,-58.4056,Recoleta,Recoleta
-34.5602,-58.4638,Belgrano,Belgrano
-34.598,-58.4108,Recoleta,Recoleta
-34.6307,-58.4513,Parque Chacabuco,Parque Chacabuco
-34.5595,-58.4893,Saavedra,Saavedra
-34.581,-58.4493,Colegiales,Colegiales
-34.5933,-58.4282,Palermo,Palermo
-34.5976,-58.4265,Villa Crespo,Villa Crespo
-34.6123,-58.4229,Almagro,Almagro
-34.6093,-58.4431,Caballito,Caballito
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.6125,-58.4789,Villa Santa Rita,Villa Santa Rita
-34.6114,-58.4535,Caballito,Caballito
-34.5793,-58.4558,Chacarita,Chacarita
-34.563,-58.4537,Belgrano,Belgrano
-34.6382,-58.3637,La Boca,La Boca
-34.6018,-58.4308,Almagro,Almagro
-34.6086,-58.4032,Balvanera,Balvanera
-34.9117,-57.9403,La Plata,La Plata
-34.6086,-58.3877,San Nicolás,San Nicolás
-34.6305,-58.3857,Constitución,Constitución
-34.58,-58.4936,Villa Urquiza,Villa Urquiza
-34.5857,-58.4235,Palermo,Palermo
-34.9507,-57.9563,La Plata,La Plata
-34.6387,-58.4961,Villa Luro,Villa Luro
-34.5938,-58.5038,Villa Devoto,Villa Devoto
-34.5471,-58.4776,Saavedra,Saavedra
-34.6356,-58.3964,Parque Patricios,Parque Patricios
-34.5903,-58.3848,Retiro,Retiro
-34.6301,-58.4639,Flores,Flores
-34.586,-58.4385,Palermo,Palermo
-34.6064,-58.4115,Balvanera,Balvanera
-34.6053,-58.4211,Almagro,Almagro
-34.6283,-58.3989,San Cristóbal,San Cristóbal
-34.6533,-58.4839,Parque Avellaneda,Parque Avellaneda
-34.5794,-58.4246,Palermo,Palermo
-34.6191,-58.5033,Monte Castro,Monte Castro
-34.6128,-58.3931,Balvanera,Balvanera
-34.5496,-58.4622,Núñez,Núñez
-34.5873,-58.3986,Recoleta,Recoleta
-34.601,-58.4109,Balvanera,Balvanera
-34.6126,-58.5032,Monte Castro,Monte Castro
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.5658,-58.4885,Villa Urquiza,Villa Urquiza
-34.5849,-58.4233,Palermo,Palermo
-34.593,-58.3803,Retiro,Retiro
-34.5984,-58.4153,Almagro,Almagro
-34.6033,-58.3745,San Nicolás,San Nicolás
-34.6403,-58.4684,Flores,Flores
-34.589,-58.4474,Chacarita,Chacarita
-34.5853,-58.4443,Chacarita,Chacarita
-34.6187,-58.4306,Caballito,Caballito
-34.5957,-58.4309,Villa Crespo,Villa Crespo
-34.6104,-58.4032,Balvanera,Balvanera
-34.5466,-58.4839,Saavedra,Saavedra
-34.6048,-58.4007,Balvanera,Balvanera
-34.5899,-58.4015,Recoleta,Recoleta
-34.5931,-58.4461,Villa Crespo,Villa Crespo
-34.5901,-58.4487,Chacarita,Chacarita
-34.6223,-58.3858,Constitución,Constitución
-34.6241,-58.4496,Caballito,Caballito
-34.924,-57.9616,La Plata,La Plata
-34.6501,-58.4285,Nueva Pompeya,Nueva Pompeya
-34.5676,-58.4851,Villa Urquiza,Villa Urquiza
-34.5977,-58.4393,Villa Crespo,Villa Crespo
-34.6234,-58.4072,San Cristóbal,San Cristóbal
-34.5746,-58.4749,Villa Urquiza,Villa Urquiza
-34.6014,-58.4373,Villa Crespo,Villa Crespo
-34.6063,-58.4314,Caballito,Caballito
-34.5868,-58.4395,Palermo,Palermo
-34.6174,-58.3613,Puerto Madero,Puerto Madero
-34.601,-58.4255,Almagro,Almagro
-34.6118,-58.4291,Almagro,Almagro
-34.5781,-58.4304,Palermo,Palermo
-34.6057,-58.416,Almagro,Almagro
-34.6073,-58.4431,Caballito,Caballito
-34.5943,-58.3834,Retiro,Retiro
-34.612,-58.4443,Caballito,Caballito
-34.5669,-58.4473,Palermo,Palermo
-34.5991,-58.4606,La Paternal,La Paternal
-34.5977,-58.4194,Palermo,Palermo
-34.605,-58.4537,Villa Crespo,Villa Crespo
-34.6298,-58.436,Parque Chacabuco,Parque Chacabuco
-34.5757,-58.4988,Villa Urquiza,Villa Urquiza
-34.6181,-58.3599,Puerto Madero,Puerto Madero
-34.6114,-58.421,Almagro,Almagro
-34.6143,-58.3732,Monserrat,Monserrat
-34.5797,-58.4341,Palermo,Palermo
-34.6668,-58.4818,Villa Lugano,Villa Lugano
-34.6257,-58.454,Flores,Flores
-34.6107,-58.3987,Balvanera,Balvanera
-34.6298,-58.4836,Floresta,Floresta
-34.6032,-58.3635,Puerto Madero,Puerto Madero
-34.6173,-58.4157,Almagro,Almagro
-34.588,-58.4542,Chacarita,Chacarita
-34.5973,-58.4455,Villa Crespo,Villa Crespo
-34.6118,-58.4291,Almagro,Almagro
-34.6432,-58.5142,Liniers,Liniers
-34.6049,-58.3636,Puerto Madero,Puerto Madero
-34.6814,-58.4681,Villa Lugano,Villa Lugano
-34.5725,-58.447,Colegiales,Colegiales
-34.6058,-58.4535,Caballito,Caballito
-34.5993,-58.4122,Almagro,Almagro
-34.5705,-58.4342,Palermo,Palermo
-34.5786,-58.4378,Palermo,Palermo
-34.5654,-58.4887,Villa Urquiza,Villa Urquiza
-34.5916,-58.4223,Palermo,Palermo
-34.6039,-58.411,Balvanera,Balvanera
-34.6729,-58.4811,Villa Lugano,Villa Lugano
-34.5574,-58.4468,Belgrano,Belgrano
-34.6087,-58.4206,Almagro,Almagro
-34.5899,-58.4073,Recoleta,Recoleta
-34.6477,-58.4154,Nueva Pompeya,Nueva Pompeya
-34.5689,-58.4893,Villa Urquiza,Villa Urquiza
-34.567,-58.433,Palermo,Palermo
-34.5745,-58.5002,Villa Urquiza,Villa Urquiza
-34.6411,-58.4977,Villa Luro,Villa Luro
-34.636,-58.4493,Parque Chacabuco,Parque Chacabuco
-34.6447,-58.5093,Liniers,Liniers
-34.5975,-58.4198,Palermo,Palermo
-34.6095,-58.3948,Balvanera,Balvanera
-34.618,-58.4433,Caballito,Caballito
-34.5898,-58.4495,Chacarita,Chacarita
-34.592,-58.4062,Recoleta,Recoleta
-34.5949,-58.4458,Villa Crespo,Villa Crespo
-34.6061,-58.42,Almagro,Almagro
-34.588,-58.4201,Palermo,Palermo
-34.9428,-57.9364,Rufino de Elizalde,Rufino de Elizalde
-34.6076,-58.429,Almagro,Almagro
-34.5947,-58.4443,Villa Crespo,Villa Crespo
-34.6036,-58.4882,Villa del Parque,Villa del Parque
-34.5988,-58.4853,Villa del Parque,Villa del Parque
-34.9239,-57.9832,La Plata,La Plata
-34.5778,-58.4282,Palermo,Palermo
-34.6215,-58.4238,Almagro,Almagro
-34.5675,-58.4685,Belgrano,Belgrano
-34.5841,-58.4247,Palermo,Palermo
-34.6037,-58.3812,San Nicolás,San Nicolás
-34.6044,-58.4518,Villa Crespo,Villa Crespo
-34.6214,-58.4243,Almagro,Almagro
-34.5974,-58.4051,Recoleta,Recoleta
-34.6227,-58.5047,Monte Castro,Monte Castro
-34.9031,-57.9761,Tolosa,Tolosa
-34.58,-58.438,Palermo,Palermo
-34.5901,-58.4493,Chacarita,Chacarita
-34.649,-58.507,Mataderos,Mataderos
-34.5723,-58.4827,Villa Urquiza,Villa Urquiza
-34.5707,-58.496,Villa Urquiza,Villa Urquiza
-34.5863,-58.4264,Palermo,Palermo
-34.5563,-58.4684,Núñez,Núñez
-34.5747,-58.4379,Palermo,Palermo
-34.5874,-58.405,Recoleta,Recoleta
-34.5814,-58.4088,Palermo,Palermo
-34.6111,-58.4712,Villa General Mitre,Villa General Mitre
-34.598,-58.4161,Almagro,Almagro
-34.5867,-58.4229,Palermo,Palermo
-34.6326,-58.3888,Constitución,Constitución
-34.6189,-58.3602,Puerto Madero,Puerto Madero
-34.5549,-58.4692,Núñez,Núñez
-34.6004,-58.4817,Villa del Parque,Villa del Parque
-34.5824,-58.4723,Villa Ortúzar,Villa Ortúzar
-34.5501,-58.4701,Núñez,Núñez
-34.5914,-58.4222,Palermo,Palermo
-34.629,-58.4586,Flores,Flores
-34.5841,-58.4247,Palermo,Palermo
-34.6188,-58.4453,Caballito,Caballito
-34.6007,-58.4794,Villa del Parque,Villa del Parque
-34.606,-58.4299,Almagro,Almagro
-34.6528,-58.5169,Mataderos,Mataderos
-34.5636,-58.4365,Palermo,Palermo
-34.6483,-58.4986,Mataderos,Mataderos
-34.5684,-58.4315,Palermo,Palermo
-34.629,-58.4586,Flores,Flores
-34.5527,-58.4411,Belgrano,Belgrano
-34.9227,-57.9667,La Plata,La Plata
-34.5908,-58.4008,Recoleta,Recoleta
-34.5917,-58.4139,Palermo,Palermo
-34.5581,-58.4636,Belgrano,Belgrano
-34.5819,-58.4267,Palermo,Palermo
-34.6114,-58.421,Almagro,Almagro
-34.5969,-58.4412,Villa Crespo,Villa Crespo
-34.6204,-58.439,Caballito,Caballito
-34.6322,-58.3762,Barracas,Barracas
-34.5508,-58.454,Núñez,Núñez
-34.6014,-58.4301,Almagro,Almagro
-34.6095,-58.5007,Monte Castro,Monte Castro
-34.6034,-58.4009,Balvanera,Balvanera
-34.6381,-58.504,Villa Luro,Villa Luro
-34.6311,-58.4571,Flores,Flores
-34.9271,-57.9463,La Plata,La Plata
-34.5887,-58.4361,Palermo,Palermo
-34.5969,-58.4405,Villa Crespo,Villa Crespo
-34.5778,-58.495,Villa Urquiza,Villa Urquiza
-34.9322,-57.9723,La Plata,La Plata
-34.936,-57.9498,La Plata,La Plata
-34.5825,-58.4365,Palermo,Palermo
-34.5993,-58.4305,Villa Crespo,Villa Crespo
-34.5956,-58.4396,Villa Crespo,Villa Crespo
-34.5891,-58.422,Palermo,Palermo
-34.5863,-58.4438,Chacarita,Chacarita
-34.5694,-58.4874,Villa Urquiza,Villa Urquiza
-34.5722,-58.4785,Villa Urquiza,Villa Urquiza
-32.9324,-60.6548,Alberto Olmedo,Alberto Olmedo
-34.5793,-58.4558,Chacarita,Chacarita
-34.6024,-58.4253,Almagro,Almagro
-34.5742,-58.4767,Villa Urquiza,Villa Urquiza
-34.6047,-58.4617,Villa General Mitre,Villa General Mitre
-34.5934,-58.5072,Villa Devoto,Villa Devoto
-34.6165,-58.443,Caballito,Caballito
-34.5991,-58.4313,Villa Crespo,Villa Crespo
-34.5688,-58.4322,Palermo,Palermo
-34.5848,-58.4045,Recoleta,Recoleta
-34.6403,-58.4779,Parque Avellaneda,Parque Avellaneda
-34.58,-58.43,Palermo,Palermo
-34.5492,-58.4562,Núñez,Núñez
-34.6095,-58.4195,Almagro,Almagro
-34.6294,-58.4488,Caballito,Caballito
-34.9194,-57.973,La Plata,La Plata
-34.5707,-58.4302,Palermo,Palermo
-34.6082,-58.421,Almagro,Almagro
-34.5668,-58.4416,Palermo,Palermo
-34.6004,-58.4299,Almagro,Almagro
-34.5991,-58.3753,San Nicolás,San Nicolás
-34.9035,-57.9594,La Plata,La Plata
-34.5531,-58.4907,Saavedra,Saavedra
-34.6042,-58.3633,Puerto Madero,Puerto Madero
-34.5868,-58.439,Palermo,Palermo
-34.5947,-58.4143,Recoleta,Recoleta
-34.5534,-58.4644,Núñez,Núñez
-34.6124,-58.4301,Almagro,Almagro
-34.6035,-58.4187,Almagro,Almagro
-34.6266,-58.4563,Flores,Flores
-34.6123,-58.4229,Almagro,Almagro
-34.576,-58.4484,Colegiales,Colegiales
-34.6218,-58.3714,San Telmo,San Telmo
-34.5546,-58.4674,Núñez,Núñez
-34.6476,-58.52,Liniers,Liniers
-34.6082,-58.3796,San Nicolás,San Nicolás
-34.9298,-57.9554,La Plata,La Plata
-34.5898,-58.416,Palermo,Palermo
-34.5914,-58.4045,Recoleta,Recoleta
-34.9346,-57.9639,La Plata,La Plata
-34.5935,-58.4421,Villa Crespo,Villa Crespo
-34.6397,-58.3692,La Boca,La Boca
-34.6351,-58.3751,Barracas,Barracas
-34.5735,-58.4431,Colegiales,Colegiales
-34.5969,-58.4157,Palermo,Palermo
-34.6542,-58.5245,Liniers,Liniers
-34.6541,-58.506,Mataderos,Mataderos
-34.6072,-58.4548,Caballito,Caballito
-34.6398,-58.5128,Liniers,Liniers
-34.5863,-58.3956,Recoleta,Recoleta
-34.9022,-57.9588,La Plata,La Plata
-34.5877,-58.4227,Palermo,Palermo
-34.6017,-58.4303,Almagro,Almagro
-34.6298,-58.4371,Parque Chacabuco,Parque Chacabuco
-34.6007,-58.4057,Balvanera,Balvanera
-34.5537,-58.4564,Belgrano,Belgrano
-34.5846,-58.4427,Palermo,Palermo
-34.5793,-58.4558,Chacarita,Chacarita
-34.6341,-58.4329,Parque Chacabuco,Parque Chacabuco
-34.9273,-57.9481,La Plata,La Plata
-34.5644,-58.4666,Belgrano,Belgrano
-34.6087,-58.4479,Caballito,Caballito
-34.6156,-58.4226,Almagro,Almagro
-34.596,-58.4371,Villa Crespo,Villa Crespo
-34.6093,-58.4314,Caballito,Caballito
-34.5651,-58.469,Belgrano,Belgrano
-34.5885,-58.407,Recoleta,Recoleta
-34.5956,-58.4477,Villa Crespo,Villa Crespo
-34.6119,-58.3972,Balvanera,Balvanera
-34.6297,-58.4658,Flores,Flores
-34.5847,-58.415,Palermo,Palermo
-34.5954,-58.3931,Recoleta,Recoleta
-34.6175,-58.4042,Balvanera,Balvanera
-34.6043,-58.4029,Balvanera,Balvanera
-34.5838,-58.4018,Recoleta,Recoleta
-34.6016,-58.4341,Villa Crespo,Villa Crespo
-34.5793,-58.4558,Chacarita,Chacarita
-34.6016,-58.471,La Paternal,La Paternal
-34.6234,-58.4372,Caballito,Caballito
-34.6169,-58.4654,Flores,Flores
-34.6032,-58.446,Villa Crespo,Villa Crespo
-34.6179,-58.3905,Monserrat,Monserrat
-34.59,-58.4004,Recoleta,Recoleta
-34.9182,-57.9318,La Plata,La Plata
-34.629,-58.4687,Flores,Flores
-34.6205,-58.4137,Almagro,Almagro
-34.6004,-58.4297,Almagro,Almagro
-34.6249,-58.4256,Boedo,Boedo
-34.6082,-58.3796,San Nicolás,San Nicolás
-34.591,-58.4026,Recoleta,Recoleta
-34.5895,-58.4229,Palermo,Palermo
-34.5736,-58.4385,Palermo,Palermo
-34.5481,-58.4443,Belgrano,Belgrano
-34.6477,-58.4154,Nueva Pompeya,Nueva Pompeya
-34.9031,-57.9681,La Plata,La Plata
-34.6116,-58.4059,Balvanera,Balvanera
-34.5573,-58.4502,Belgrano,Belgrano
-34.6861,-58.4628,Villa Lugano,Villa Lugano
-34.5833,-58.4031,Palermo,Palermo
-34.6246,-58.3754,San Telmo,San Telmo
-34.6264,-58.4473,Caballito,Caballito
-34.6269,-58.4612,Flores,Flores
-34.6235,-58.4589,Flores,Flores
-34.6038,-58.4343,Caballito,Caballito
